Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.99870681762695,40.56327357006327,39.81052007555399,39.913167686058216,27913900
2015-01-05,39.63086700439453,39.97302663028248,39.562433121352655,39.66508068280832,39673900
2015-01-06,39.049224853515625,39.99016869401316,38.95512981684389,39.67366987684361,36447900
2015-01-07,39.54533386230469,39.74207642721869,38.91233661225231,39.33148282264496,29114100
2015-01-08,40.70869064331055,40.8455552003686,39.964489818251685,39.990150902978684,29645200
2015-01-09,40.366519927978516,40.90542544632552,40.11845520896223,40.72579136124579,23944200
2015-01-12,39.86184310913086,40.66592532090056,39.65654788369388,40.5632744450733,23651900
2015-01-13,39.65654754638672,40.98242368167801,39.39992688521885,40.17834473985635,35270600
2015-01-14,39.31437301635742,39.55388839157753,39.02353548174627,39.31437301635742,29719600
2015-01-15,38.90379333496094,39.6736586321544,38.84391528552466,39.53679405299878,32750800
2015-01-16,39.55388259887695,39.58809627909109,38.638597312118236,38.75835661374333,35695300
2015-01-20,39.68220138549805,39.904608310833325,38.980770183640296,39.60521487489863,36161900
2015-01-21,39.28016662597656,39.468356629280635,38.90378988247708,39.29727510474136,39081100
2015-01-22,40.3151969909668,40.32374959637853,39.41702331977843,39.67364390253114,35898000
2015-01-23,40.35797882080078,40.537612957060105,40.03292424344433,40.51195186991127,26211600
2015-01-26,40.212554931640625,40.31520579765155,39.55389648850038,40.204002324360616,42525500
2015-01-27,36.491546630859375,36.95346572744062,36.021074927204424,36.73961465640579,169164000
2015-01-28,35.234100341796875,36.60274911749204,35.20843925815721,36.5599795570565,84507100
2015-01-29,35.935546875,36.02964190588556,34.89195545099297,35.011711576443794,63585300
2015-01-30,34.558326721191406,35.567703813695935,34.51555390598257,35.5420394719491,78004900
2015-02-02,35.31108856201172,35.38807507975889,34.412914697033685,34.72086076802237,50352500
2015-02-03,35.584808349609375,35.86709326172076,35.11433675919799,35.61047269086979,52082400
2015-02-04,35.79011917114258,36.10661787613917,35.37952546282325,35.87565830337666,41614800
2015-02-05,36.31190490722656,36.47443051244595,35.80721635478901,36.115162354663816,36548200
2015-02-06,36.27769470214844,36.6027492361068,36.05529102929796,36.50865424497873,34616600
2015-02-09,36.234928131103516,36.5599826918802,36.106616175686554,36.13228052463509,31381100
2015-02-10,36.440216064453125,36.58563646908259,36.08094788202961,36.55997538836889,29670700
2015-02-11,36.25202560424805,36.482985096020485,36.10660521471388,36.482985096020485,38262500
2015-02-12,36.8593635559082,36.8593635559082,36.363227601435405,36.49153952431154,33268800
2015-02-13,37.52659225463867,37.52659225463867,36.91070327042577,37.10744590207382,40264900
2015-02-17,37.543819427490234,37.905644456224465,37.20783481838304,37.879800750266554,33695700
2015-02-18,37.500736236572266,37.64719154847332,37.380127912848074,37.586887386611224,27111700
2015-02-19,37.47488784790039,37.50073154651474,37.08721593703544,37.199210774914185,27603400
2015-02-20,37.7850341796875,37.80226441155465,37.29398407363115,37.48351005150841,29721100
2015-02-23,38.034854888916016,38.069312054793066,37.60410909532163,37.647183017415145,32518800
2015-02-24,37.983177185058594,38.16408969144598,37.836721856318285,38.0348678810253,25271700
2015-02-25,37.89701843261719,37.98316628150113,37.733332918876016,37.862557978531704,29759800
2015-02-26,37.957332611083984,38.10378465014007,37.810877285697245,37.89702844366904,28957300
2015-02-27,37.77641296386719,38.07793705647358,37.61273070993593,38.01763289521836,33807700
2015-03-02,37.802268981933594,38.06932939233588,37.517975051249884,37.62135316862073,31924000
2015-03-03,37.28536605834961,37.759189202905915,37.121683790622356,37.52658601003207,31748600
2015-03-04,37.095848083496094,37.225069916506015,36.940779254819155,37.052770852828154,25748700
2015-03-05,37.138912200927734,37.25090705563435,36.889078789016985,37.10445174004409,23193500
2015-03-06,36.49280548095703,37.13892454885972,36.311892930663845,37.04415989308762,36248800
2015-03-09,36.914920806884766,37.15614073573164,36.34633637357403,36.34633637357403,32108000
2015-03-10,36.208499908447266,36.79431460515931,36.208499908447266,36.48417702615523,39159700
2015-03-11,36.16543960571289,36.5014210141549,36.04483123204978,36.44973358906026,32215300
2015-03-12,35.338382720947266,35.88112330142545,35.200544208513215,35.60544627655734,59992500
2015-03-13,35.64853286743164,35.72606726363241,34.985183763565225,35.062718159765986,58007700
2015-03-16,35.8036003112793,35.87251794623388,35.56238037311225,35.72606591799889,35273500
2015-03-17,35.92420959472656,36.03620445163459,35.45038975041944,35.63991571634399,31673400
2015-03-18,36.6134033203125,36.897697205885365,35.60545944163904,35.6916073113899,44194800
2015-03-19,36.43248748779297,36.690934359723464,36.3721833272202,36.40664050016873,33879100
2015-03-20,36.940773010253906,37.02692088436452,36.60479170035946,36.66509586950304,71904500
2015-03-23,36.92353439331055,37.15613754418495,36.854613480608506,36.94076462148606,26246100
2015-03-24,36.9580078125,37.190607758627685,36.8287826990236,36.854626407186416,25513300
2015-03-25,35.71744918823242,36.98384318404819,35.7002189578974,36.975226425715476,43469900
2015-03-26,35.50206756591797,35.84666551577752,35.252234216586274,35.51068432214574,37495600
2015-03-27,35.29532241821289,35.69160788354846,35.17471408409603,35.42454422491068,34401400
2015-03-30,35.28670120239258,35.78636799357241,35.243627272267126,35.40730952127593,35049700
2015-03-31,35.02825164794922,35.3470026500193,34.92487356631324,35.1316297295852,34887200
2015-04-01,35.07996368408203,35.1144208747138,34.72675201103367,34.97658225319083,36865300
2015-04-02,34.709503173828125,35.09717511611027,34.563047868374774,35.028254199113356,37487500
2015-04-06,35.794979095458984,35.9931217899833,34.61473639923588,34.75257493831062,39223700
2015-04-07,35.777767181396484,36.10513511164758,35.58824114710937,35.84668812937848,28809400
2015-04-08,35.683006286621094,35.915609581108804,35.35564160815574,35.71746676424861,24753400
2015-04-09,35.734683990478516,35.855292331923955,35.536541245770884,35.536541245770884,25723900
2015-04-10,35.94143295288086,36.13957563947259,35.67436935634599,35.86389857235976,28022000
2015-04-13,35.975914001464844,36.23436429897482,35.657162797223144,35.66577955985057,30276700
2015-04-14,35.881141662597656,36.20850624319236,35.65715191131597,36.010363485569975,24244400
2015-04-15,36.40663528442383,36.57893426980341,35.90697184178582,35.97588946413977,27343600
2015-04-16,36.32049560546875,36.47556439856129,36.02758825033067,36.13958310897097,22509700
2015-04-17,35.85528564453125,35.958667020486324,35.459000229027446,35.89835957468076,42387600
2015-04-20,36.96661376953125,37.19060019616891,35.90697922802023,35.95005316164318,46057700
2015-04-21,36.7339973449707,37.17335985403226,36.639232753356275,37.04413481340727,26013800
2015-04-22,37.03553009033203,37.156138404021625,36.65647163435893,36.75984971947429,25064300
2015-04-23,37.3370475769043,37.56965071261762,36.87184130547763,36.949375684048746,46309500
2015-04-24,41.23961639404297,41.47221960174794,39.327106607909,39.33572008093624,130933700
2015-04-27,41.37744903564453,41.46360018522176,40.67964279888576,40.688256270678316,59248200
2015-04-28,42.35093307495117,42.394007003940644,41.0931559450099,41.16207357412703,60730800
2015-04-29,42.2647819519043,42.48015486654364,41.7823454400334,41.97187465654159,47804600
2015-04-30,41.902957916259766,42.67830180064927,41.868497457769074,41.9546486039958,64725500
